codigo_producto,caja_grosor_mm,caja_exterior_largo,caja_exterior_ancho,caja_exterior_alto
BR0001,5,396.0,296.0,326.8
BR0002,5,396.0,296.0,296.0
BR0003,5,396.0,296.0,179.0
BR0004,5,396.0,296.0,254.0
BR0005,5,396.0,296.0,283.0
BR0006,5,396.0,296.0,299.3
BR0007,5,396.0,296.0,326.8
BR0008,5,398.0,298.0,194.0
BR0009,5,398.0,298.0,199.0
BR0010,5,396.0,296.0,179.0
BR0011,5,396.0,296.0,299.3
BR0012,5,398.0,298.0,224.0
BR0013,5,396.0,296.0,254.0
BR0014,5,396.0,296.0,254.0
BR0015,5,396.0,296.0,254.0
BR0016,5,396.0,296.0,254.0
BR0017,5,396.0,296.0,254.0
BR0018,5,396.0,296.0,299.3
BR0019,5,393.0,282.8,293.8
BR0020,5,393.0,282.8,224.0
BR0021,5,389.0,280.6,196.3
BR0022,5,390.0,287.2,255.0
BR0023,5,389.0,280.6,196.3
BR0024,5,390.0,287.2,255.0
BR0025,5,398.0,298.0,199.0
BR0026,5,398.0,298.0,239.9
BR0027,5,398.0,298.0,194.0
BR0028,5,398.0,298.0,239.9
BR0029,5,398.0,298.0,194.0
BR0030,5,396.0,296.0,179.0
BR0031,5,396.0,296.0,179.0
BR0032,5,396.0,296.0,179.0
BR0033,5,398.0,298.0,194.0
BR0034,5,393.0,233.2,209.0
BR0035,5,398.0,298.0,239.9
BR0036,5,396.0,296.0,179.0
BR0037,5,390.0,287.2,255.0
BR0038,5,390.0,287.2,255.0
BR0039,5,390.0,287.2,255.0
BR0040,5,390.0,287.2,255.0
BR0041,5,390.0,287.2,255.0
BR0042,5,393.0,282.8,199.0
BR0043,5,393.0,282.8,148.6
BR0044,5,393.0,282.8,148.6
BR0045,5,385.0,192.0,162.0
BR0046,5,393.0,282.8,148.6
BR0047,5,393.0,282.8,148.6
BR0048,5,390.0,287.2,255.0
BR0049,5,390.0,287.2,255.0
BR0050,5,393.0,282.8,224.0
BR0051,5,390.0,287.2,255.0
BR0052,5,390.0,287.2,255.0
BR0053,5,393.0,282.8,224.0
BR0054,5,390.0,287.2,255.0
BR0055,5,390.0,287.2,255.0
BR0056,5,390.0,287.2,255.0
BR0057,5,393.0,282.8,224.0
BR0058,5,385.0,192.0,162.0
BR0059,5,390.0,287.2,255.0
BR0060,5,393.0,282.8,224.0
BR0061,5,393.0,282.8,224.0
BR0062,5,393.0,282.8,224.0
BR0063,5,393.0,282.8,224.0
BR0064,5,390.0,287.2,255.0
BR0065,5,398.0,298.0,194.0
BR0066,5,396.0,296.0,179.0
BR0067,5,390.0,287.2,255.0
BR0068,5,398.0,298.0,224.0
BR0069,5,393.0,282.8,224.0
BR0070,5,393.0,282.8,224.0
BR0071,5,393.0,282.8,224.0
BR0072,5,393.0,282.8,224.0
BR0073,5,396.0,296.0,179.0
BR0074,5,398.0,298.0,278.0
BR0075,5,396.0,296.0,296.0
BR0076,5,393.0,282.8,175.6
BR0077,5,396.0,296.0,288.0
BR0078,5,396.0,296.0,296.0
