caja_id,alto,ancho,largo,utilizacion
02cf77de65b70dd77905e2e33d78478f,320.1,266.4,355.5,0.7719464912037036
02cf77de65b70dd77905e2e33d78478f,261.9,266.4,355.5,0.7630133327777777
02cf77de65b70dd77905e2e33d78478f,291.0,266.4,355.5,0.7038954675925926
02cf77de65b70dd77905e2e33d78478f,320.1,325.6,355.5,0.7029628503472223
02cf77de65b70dd77905e2e33d78478f,261.9,325.6,355.5,0.6948279879166666
02cf77de65b70dd77905e2e33d78478f,291.0,325.6,355.5,0.6409930868055557
02cf77de65b70dd77905e2e33d78478f,320.1,296.0,355.5,0.6409613593750001
02cf77de65b70dd77905e2e33d78478f,261.9,296.0,355.5,0.63354399375
02cf77de65b70dd77905e2e33d78478f,291.0,296.0,355.5,0.58445734375
02cf77de65b70dd77905e2e33d78478f,320.1,266.4,434.5,0.4693983793981481
02cf77de65b70dd77905e2e33d78478f,261.9,266.4,434.5,0.46396638361111103
02cf77de65b70dd77905e2e33d78478f,291.0,266.4,434.5,0.4280185162037037
02cf77de65b70dd77905e2e33d78478f,320.1,266.4,395.0,0.4276858125
02cf77de65b70dd77905e2e33d78478f,320.1,325.6,434.5,0.4274514185763889
02cf77de65b70dd77905e2e33d78478f,261.9,266.4,395.0,0.422736525
02cf77de65b70dd77905e2e33d78478f,261.9,325.6,434.5,0.4225048435416667
02cf77de65b70dd77905e2e33d78478f,291.0,266.4,395.0,0.389983125
02cf77de65b70dd77905e2e33d78478f,291.0,325.6,434.5,0.3897693940972222
02cf77de65b70dd77905e2e33d78478f,320.1,296.0,434.5,0.3897501015625
02cf77de65b70dd77905e2e33d78478f,320.1,325.6,395.0,0.3894664218750001
02cf77de65b70dd77905e2e33d78478f,261.9,296.0,434.5,0.385239815625
02cf77de65b70dd77905e2e33d78478f,261.9,325.6,395.0,0.38495941875
02cf77de65b70dd77905e2e33d78478f,291.0,296.0,434.5,0.355391640625
02cf77de65b70dd77905e2e33d78478f,291.0,325.6,395.0,0.35513296875
02cf77de65b70dd77905e2e33d78478f,320.1,296.0,395.0,0.355115390625
02cf77de65b70dd77905e2e33d78478f,261.9,296.0,395.0,0.35100590625
02cf77de65b70dd77905e2e33d78478f,291.0,296.0,395.0,0.32381015625
082c1cdb42b1abd201403ca33ca11ef0,189.0,223.2,383.0,0.9498891874999998
082c1cdb42b1abd201403ca33ca11ef0,207.9,223.2,383.0,0.9245375944444444
082c1cdb42b1abd201403ca33ca11ef0,189.0,272.8,383.0,0.92153915
082c1cdb42b1abd201403ca33ca11ef0,207.9,272.8,383.0,0.8969441911111111
082c1cdb42b1abd201403ca33ca11ef0,170.1,223.2,383.0,0.85967358125
082c1cdb42b1abd201403ca33ca11ef0,189.0,223.2,344.7,0.8573172895833332
082c1cdb42b1abd201403ca33ca11ef0,189.0,248.0,383.0,0.84072525
082c1cdb42b1abd201403ca33ca11ef0,207.9,223.2,344.7,0.834436347962963
082c1cdb42b1abd201403ca33ca11ef0,170.1,272.8,383.0,0.8340160849999999
082c1cdb42b1abd201403ca33ca11ef0,189.0,272.8,344.7,0.8317301183333333
082c1cdb42b1abd201403ca33ca11ef0,207.9,248.0,383.0,0.8182871333333334
082c1cdb42b1abd201403ca33ca11ef0,207.9,272.8,344.7,0.8095320727407408
082c1cdb42b1abd201403ca33ca11ef0,170.1,223.2,344.7,0.7758936877083332
082c1cdb42b1abd201403ca33ca11ef0,170.1,248.0,383.0,0.760877475
082c1cdb42b1abd201403ca33ca11ef0,189.0,248.0,344.7,0.758791975
082c1cdb42b1abd201403ca33ca11ef0,170.1,272.8,344.7,0.7527366548333332
082c1cdb42b1abd201403ca33ca11ef0,207.9,248.0,344.7,0.7385405755555555
082c1cdb42b1abd201403ca33ca11ef0,170.1,248.0,344.7,0.6867258024999999
082c1cdb42b1abd201403ca33ca11ef0,189.0,223.2,421.3,0.5212305427083334
082c1cdb42b1abd201403ca33ca11ef0,207.9,223.2,421.3,0.507319420462963
082c1cdb42b1abd201403ca33ca11ef0,189.0,272.8,421.3,0.5056740908333335
082c1cdb42b1abd201403ca33ca11ef0,207.9,272.8,421.3,0.4921781547407408
082c1cdb42b1abd201403ca33ca11ef0,170.1,223.2,421.3,0.4717267373958334
082c1cdb42b1abd201403ca33ca11ef0,189.0,248.0,421.3,0.4613292625
082c1cdb42b1abd201403ca33ca11ef0,170.1,272.8,421.3,0.4576477575833333
082c1cdb42b1abd201403ca33ca11ef0,207.9,248.0,421.3,0.44901684555555565
082c1cdb42b1abd201403ca33ca11ef0,170.1,248.0,421.3,0.41751457374999995
0835ff365412a67b720a19713ec250f3,278.0,286.0,386.0,0.937728
0835ff365412a67b720a19713ec250f3,305.8,286.0,386.0,0.8568706666666668
0835ff365412a67b720a19713ec250f3,250.2,286.0,386.0,0.8472111999999999
0835ff365412a67b720a19713ec250f3,278.0,257.4,386.0,0.8471232
0835ff365412a67b720a19713ec250f3,278.0,286.0,347.4,0.8463231999999999
0835ff365412a67b720a19713ec250f3,305.8,257.4,386.0,0.7740784333333333
0835ff365412a67b720a19713ec250f3,305.8,286.0,347.4,0.7733474148148148
0835ff365412a67b720a19713ec250f3,278.0,314.6,386.0,0.7712496000000001
0835ff365412a67b720a19713ec250f3,250.2,257.4,386.0,0.76535228
0835ff365412a67b720a19713ec250f3,250.2,286.0,347.4,0.7646295022222221
0835ff365412a67b720a19713ec250f3,278.0,257.4,347.4,0.76455008
0835ff365412a67b720a19713ec250f3,305.8,314.6,386.0,0.7047471750000001
0835ff365412a67b720a19713ec250f3,305.8,257.4,347.4,0.6986253335185185
0835ff365412a67b720a19713ec250f3,250.2,314.6,386.0,0.69680259
0835ff365412a67b720a19713ec250f3,278.0,314.6,347.4,0.69607224
0835ff365412a67b720a19713ec250f3,250.2,257.4,347.4,0.6907497597777777
0835ff365412a67b720a19713ec250f3,305.8,314.6,347.4,0.6360521220833334
0835ff365412a67b720a19713ec250f3,250.2,314.6,347.4,0.6288819334999999
0835ff365412a67b720a19713ec250f3,278.0,286.0,424.6,0.5145664
0835ff365412a67b720a19713ec250f3,305.8,286.0,424.6,0.47019695925925925
0835ff365412a67b720a19713ec250f3,250.2,286.0,424.6,0.4648964488888889
0835ff365412a67b720a19713ec250f3,278.0,257.4,424.6,0.46484816
0835ff365412a67b720a19713ec250f3,305.8,257.4,424.6,0.42476576657407406
0835ff365412a67b720a19713ec250f3,278.0,314.6,424.6,0.42321348000000003
0835ff365412a67b720a19713ec250f3,250.2,257.4,424.6,0.41997740011111107
0835ff365412a67b720a19713ec250f3,305.8,314.6,424.6,0.38672111395833336
0835ff365412a67b720a19713ec250f3,250.2,314.6,424.6,0.38236162325000006
