caja_id,alto,ancho,largo,utilizacion
02cf77de65b70dd77905e2e33d78478f,291.0,266.4,355.5,0.81239895
02cf77de65b70dd77905e2e33d78478f,320.1,266.4,355.5,0.7433313625000001
02cf77de65b70dd77905e2e33d78478f,291.0,325.6,355.5,0.7417166625000001
02cf77de65b70dd77905e2e33d78478f,261.9,266.4,355.5,0.732800265
02cf77de65b70dd77905e2e33d78478f,320.1,325.6,355.5,0.678658259375
02cf77de65b70dd77905e2e33d78478f,291.0,296.0,355.5,0.6755079375
02cf77de65b70dd77905e2e33d78478f,261.9,325.6,355.5,0.66904341375
02cf77de65b70dd77905e2e33d78478f,320.1,296.0,355.5,0.618078390625
02cf77de65b70dd77905e2e33d78478f,261.9,296.0,355.5,0.6093218062499999
02cf77de65b70dd77905e2e33d78478f,291.0,266.4,434.5,0.494967825
02cf77de65b70dd77905e2e33d78478f,320.1,266.4,434.5,0.4528872270833334
02cf77de65b70dd77905e2e33d78478f,291.0,325.6,434.5,0.45190344375
02cf77de65b70dd77905e2e33d78478f,291.0,266.4,395.0,0.45058364999999995
02cf77de65b70dd77905e2e33d78478f,261.9,266.4,434.5,0.4464709774999999
02cf77de65b70dd77905e2e33d78478f,320.1,325.6,434.5,0.4134840432291667
02cf77de65b70dd77905e2e33d78478f,320.1,266.4,395.0,0.41227645416666664
02cf77de65b70dd77905e2e33d78478f,291.0,296.0,434.5,0.41156465625
02cf77de65b70dd77905e2e33d78478f,291.0,325.6,395.0,0.4113808875
02cf77de65b70dd77905e2e33d78478f,261.9,325.6,434.5,0.40762603562500005
02cf77de65b70dd77905e2e33d78478f,261.9,266.4,395.0,0.406435555
02cf77de65b70dd77905e2e33d78478f,320.1,296.0,434.5,0.37657473177083334
02cf77de65b70dd77905e2e33d78478f,320.1,325.6,395.0,0.3764065864583334
02cf77de65b70dd77905e2e33d78478f,291.0,296.0,395.0,0.3746593125
02cf77de65b70dd77905e2e33d78478f,261.9,296.0,434.5,0.37123963437499996
02cf77de65b70dd77905e2e33d78478f,261.9,325.6,395.0,0.37107387124999996
02cf77de65b70dd77905e2e33d78478f,320.1,296.0,395.0,0.3428069635416667
02cf77de65b70dd77905e2e33d78478f,261.9,296.0,395.0,0.33795026875
082c1cdb42b1abd201403ca33ca11ef0,170.1,223.2,383.0,0.9086148541666665
082c1cdb42b1abd201403ca33ca11ef0,189.0,223.2,383.0,0.9055190625
082c1cdb42b1abd201403ca33ca11ef0,170.1,272.8,383.0,0.8841948388888888
082c1cdb42b1abd201403ca33ca11ef0,207.9,223.2,383.0,0.8829197833333333
082c1cdb42b1abd201403ca33ca11ef0,189.0,272.8,383.0,0.88118225
082c1cdb42b1abd201403ca33ca11ef0,207.9,272.8,383.0,0.8591903511111113
082c1cdb42b1abd201403ca33ca11ef0,170.1,223.2,344.7,0.8191548312499998
082c1cdb42b1abd201403ca33ca11ef0,189.0,223.2,344.7,0.81636384375
082c1cdb42b1abd201403ca33ca11ef0,170.1,248.0,383.0,0.8055433611111111
082c1cdb42b1abd201403ca33ca11ef0,189.0,248.0,383.0,0.80279875
082c1cdb42b1abd201403ca33ca11ef0,170.1,272.8,344.7,0.7971391516666666
082c1cdb42b1abd201403ca33ca11ef0,207.9,223.2,344.7,0.7959896349999999
082c1cdb42b1abd201403ca33ca11ef0,189.0,272.8,344.7,0.7944231749999999
082c1cdb42b1abd201403ca33ca11ef0,207.9,248.0,383.0,0.7827630888888888
082c1cdb42b1abd201403ca33ca11ef0,207.9,272.8,344.7,0.7745965453333334
082c1cdb42b1abd201403ca33ca11ef0,170.1,248.0,344.7,0.7262315083333334
082c1cdb42b1abd201403ca33ca11ef0,189.0,248.0,344.7,0.723757125
082c1cdb42b1abd201403ca33ca11ef0,207.9,248.0,344.7,0.7056941266666666
082c1cdb42b1abd201403ca33ca11ef0,170.1,223.2,421.3,0.49903743854166666
082c1cdb42b1abd201403ca33ca11ef0,189.0,223.2,421.3,0.497337140625
082c1cdb42b1abd201403ca33ca11ef0,170.1,272.8,421.3,0.48562526305555553
082c1cdb42b1abd201403ca33ca11ef0,207.9,223.2,421.3,0.48492496583333333
082c1cdb42b1abd201403ca33ca11ef0,189.0,272.8,421.3,0.48397066250000004
082c1cdb42b1abd201403ca33ca11ef0,207.9,272.8,421.3,0.47189207844444453
082c1cdb42b1abd201403ca33ca11ef0,170.1,248.0,421.3,0.4424276069444445
082c1cdb42b1abd201403ca33ca11ef0,189.0,248.0,421.3,0.4409201875
082c1cdb42b1abd201403ca33ca11ef0,207.9,248.0,421.3,0.4299160255555555
0835ff365412a67b720a19713ec250f3,250.2,286.0,386.0,0.9503691555555553
0835ff365412a67b720a19713ec250f3,278.0,286.0,386.0,0.9029937777777778
0835ff365412a67b720a19713ec250f3,250.2,257.4,386.0,0.8572850533333333
0835ff365412a67b720a19713ec250f3,250.2,286.0,347.4,0.8567868866666666
0835ff365412a67b720a19713ec250f3,305.8,286.0,386.0,0.8261545185185185
0835ff365412a67b720a19713ec250f3,278.0,257.4,386.0,0.8145498666666666
0835ff365412a67b720a19713ec250f3,278.0,286.0,347.4,0.8140765333333333
0835ff365412a67b720a19713ec250f3,250.2,314.6,386.0,0.7825899433333334
0835ff365412a67b720a19713ec250f3,250.2,257.4,347.4,0.7728687189999999
0835ff365412a67b720a19713ec250f3,305.8,257.4,386.0,0.7452366444444444
0835ff365412a67b720a19713ec250f3,305.8,286.0,347.4,0.7448035888888889
0835ff365412a67b720a19713ec250f3,278.0,314.6,386.0,0.7435782666666668
